"ResourceID","Geo","Period","Label1","Label2","Label3","Value","Unit","Measure","Multiplier","Date"
"CPACT1",NA,"2022-01-15",NA,NA,NA,19442162.4389,"Gigabyte","Broadband usage",0,2022-01-15
"CPACT1",NA,"2022-01-16",NA,NA,NA,20198843.3199,"Gigabyte","Broadband usage",0,2022-01-16
"CPACT1",NA,"2022-01-17",NA,NA,NA,19249000.0083,"Gigabyte","Broadband usage",0,2022-01-17
"CPACT1",NA,"2022-01-18",NA,NA,NA,18738909.2047,"Gigabyte","Broadband usage",0,2022-01-18
"CPACT1",NA,"2022-01-19",NA,NA,NA,19557019.8127,"Gigabyte","Broadband usage",0,2022-01-19
"CPACT1",NA,"2022-01-20",NA,NA,NA,19734051.627,"Gigabyte","Broadband usage",0,2022-01-20
"CPACT1",NA,"2022-01-21",NA,NA,NA,19409436.6416,"Gigabyte","Broadband usage",0,2022-01-21
"CPACT1",NA,"2022-01-22",NA,NA,NA,19223509.939,"Gigabyte","Broadband usage",0,2022-01-22
"CPACT1",NA,"2022-01-23",NA,NA,NA,17694639.673,"Gigabyte","Broadband usage",0,2022-01-23
"CPACT1",NA,"2022-01-24",NA,NA,NA,19914404.4662,"Gigabyte","Broadband usage",0,2022-01-24
"CPACT1",NA,"2022-01-25",NA,NA,NA,20417614.3435,"Gigabyte","Broadband usage",0,2022-01-25
"CPACT1",NA,"2022-01-26",NA,NA,NA,20295491.5235,"Gigabyte","Broadband usage",0,2022-01-26
"CPACT1",NA,"2022-01-27",NA,NA,NA,19847437.1794,"Gigabyte","Broadband usage",0,2022-01-27
"CPACT1",NA,"2022-01-28",NA,NA,NA,19158139.8406,"Gigabyte","Broadband usage",0,2022-01-28
"CPACT1",NA,"2022-01-29",NA,NA,NA,19376291.1619,"Gigabyte","Broadband usage",0,2022-01-29
"CPACT1",NA,"2022-01-30",NA,NA,NA,19859677.758,"Gigabyte","Broadband usage",0,2022-01-30
"CPACT1",NA,"2022-01-31",NA,NA,NA,20110823.2651,"Gigabyte","Broadband usage",0,2022-01-31
"CPACT1",NA,"2022-02-01",NA,NA,NA,19697222.727,"Gigabyte","Broadband usage",0,2022-02-01
"CPACT1",NA,"2022-02-02",NA,NA,NA,20517946.3825,"Gigabyte","Broadband usage",0,2022-02-02
"CPACT1",NA,"2022-02-03",NA,NA,NA,19331305.5643,"Gigabyte","Broadband usage",0,2022-02-03
"CPACT1",NA,"2022-02-04",NA,NA,NA,19108842.9754,"Gigabyte","Broadband usage",0,2022-02-04
"CPACT1",NA,"2022-02-05",NA,NA,NA,21080340.3144,"Gigabyte","Broadband usage",0,2022-02-05
"CPACT1",NA,"2022-02-06",NA,NA,NA,22372999.6961,"Gigabyte","Broadband usage",0,2022-02-06
"CPACT1",NA,"2022-02-07",NA,NA,NA,22051923.4597,"Gigabyte","Broadband usage",0,2022-02-07
"CPACT1",NA,"2022-02-08",NA,NA,NA,19193466.3664,"Gigabyte","Broadband usage",0,2022-02-08
"CPACT1",NA,"2022-02-09",NA,NA,NA,20659648.3541,"Gigabyte","Broadband usage",0,2022-02-09
"CPACT1",NA,"2022-02-10",NA,NA,NA,19374376.5518,"Gigabyte","Broadband usage",0,2022-02-10
"CPACT1",NA,"2022-02-11",NA,NA,NA,20263714.2353,"Gigabyte","Broadband usage",0,2022-02-11
"CPACT1",NA,"2022-02-12",NA,NA,NA,22860264.6444,"Gigabyte","Broadband usage",0,2022-02-12
"CPACT1",NA,"2022-02-13",NA,NA,NA,23340735.0465,"Gigabyte","Broadband usage",0,2022-02-13
"CPACT1",NA,"2022-02-14",NA,NA,NA,18763509.0447,"Gigabyte","Broadband usage",0,2022-02-14
"CPACT1",NA,"2022-02-15",NA,NA,NA,18999539.0725,"Gigabyte","Broadband usage",0,2022-02-15
"CPACT1",NA,"2022-02-16",NA,NA,NA,20033407.5127,"Gigabyte","Broadband usage",0,2022-02-16
"CPACT1",NA,"2022-02-17",NA,NA,NA,19546407.0746,"Gigabyte","Broadband usage",0,2022-02-17
"CPACT1",NA,"2022-02-18",NA,NA,NA,20149480.5348,"Gigabyte","Broadband usage",0,2022-02-18
"CPACT1",NA,"2022-02-19",NA,NA,NA,21856521.0488,"Gigabyte","Broadband usage",0,2022-02-19
"CPACT1",NA,"2022-02-20",NA,NA,NA,21821905.3072,"Gigabyte","Broadband usage",0,2022-02-20
"CPACT1",NA,"2022-02-21",NA,NA,NA,19416883.326,"Gigabyte","Broadband usage",0,2022-02-21
"CPACT1",NA,"2022-02-22",NA,NA,NA,19279415.4662,"Gigabyte","Broadband usage",0,2022-02-22
"CPACT1",NA,"2022-02-23",NA,NA,NA,19795433.1565,"Gigabyte","Broadband usage",0,2022-02-23
"CPACT1",NA,"2022-02-24",NA,NA,NA,20344506.1277,"Gigabyte","Broadband usage",0,2022-02-24
"CPACT1",NA,"2022-02-25",NA,NA,NA,20579851.491,"Gigabyte","Broadband usage",0,2022-02-25
"CPACT1",NA,"2022-02-26",NA,NA,NA,21908581.2496,"Gigabyte","Broadband usage",0,2022-02-26
"CPACT1",NA,"2022-02-27",NA,NA,NA,22372206.6788,"Gigabyte","Broadband usage",0,2022-02-27
"CPACT1",NA,"2022-02-28",NA,NA,NA,20166834.2631,"Gigabyte","Broadband usage",0,2022-02-28
"CPACT1",NA,"2022-03-01",NA,NA,NA,19931469.7888,"Gigabyte","Broadband usage",0,2022-03-01
"CPACT1",NA,"2022-03-02",NA,NA,NA,21525508.3343,"Gigabyte","Broadband usage",0,2022-03-02
"CPACT1",NA,"2022-03-03",NA,NA,NA,20721221.5591,"Gigabyte","Broadband usage",0,2022-03-03
"CPACT1",NA,"2022-03-04",NA,NA,NA,21332408.989,"Gigabyte","Broadband usage",0,2022-03-04
"CPACT1",NA,"2022-03-05",NA,NA,NA,22392677.1179,"Gigabyte","Broadband usage",0,2022-03-05
"CPACT1",NA,"2022-03-06",NA,NA,NA,22583913.7443,"Gigabyte","Broadband usage",0,2022-03-06
"CPACT1",NA,"2022-03-07",NA,NA,NA,20652237.0983,"Gigabyte","Broadband usage",0,2022-03-07
"CPACT1",NA,"2022-03-08",NA,NA,NA,20250884.3309,"Gigabyte","Broadband usage",0,2022-03-08
"CPACT1",NA,"2022-03-09",NA,NA,NA,21229692.0417,"Gigabyte","Broadband usage",0,2022-03-09
"CPACT1",NA,"2022-03-10",NA,NA,NA,20902530.4123,"Gigabyte","Broadband usage",0,2022-03-10
"CPACT1",NA,"2022-03-11",NA,NA,NA,21386810.9436,"Gigabyte","Broadband usage",0,2022-03-11
"CPACT1",NA,"2022-03-12",NA,NA,NA,22863535.8926,"Gigabyte","Broadband usage",0,2022-03-12
"CPACT1",NA,"2022-03-13",NA,NA,NA,22817261.6685,"Gigabyte","Broadband usage",0,2022-03-13
"CPACT1",NA,"2022-03-14",NA,NA,NA,20440695.8284,"Gigabyte","Broadband usage",0,2022-03-14
"CPACT1",NA,"2022-03-15",NA,NA,NA,20563874.4985,"Gigabyte","Broadband usage",0,2022-03-15
"CPACT1",NA,"2022-03-16",NA,NA,NA,20709250.0008,"Gigabyte","Broadband usage",0,2022-03-16
"CPACT1",NA,"2022-03-17",NA,NA,NA,20654461.5073,"Gigabyte","Broadband usage",0,2022-03-17
"CPACT1",NA,"2022-03-18",NA,NA,NA,20830633.1249,"Gigabyte","Broadband usage",0,2022-03-18
"CPACT1",NA,"2022-03-19",NA,NA,NA,22041411.7986,"Gigabyte","Broadband usage",0,2022-03-19
"CPACT1",NA,"2022-03-20",NA,NA,NA,23625986.6682,"Gigabyte","Broadband usage",0,2022-03-20
"CPACT1",NA,"2022-03-21",NA,NA,NA,22188759.8855,"Gigabyte","Broadband usage",0,2022-03-21
"CPACT1",NA,"2022-03-22",NA,NA,NA,19975346.9266,"Gigabyte","Broadband usage",0,2022-03-22
"CPACT1",NA,"2022-03-23",NA,NA,NA,20081876.2619,"Gigabyte","Broadband usage",0,2022-03-23
"CPACT1",NA,"2022-03-24",NA,NA,NA,20982260.923,"Gigabyte","Broadband usage",0,2022-03-24
"CPACT1",NA,"2022-03-25",NA,NA,NA,21550906.3282,"Gigabyte","Broadband usage",0,2022-03-25
"CPACT1",NA,"2022-03-26",NA,NA,NA,21707176.4991,"Gigabyte","Broadband usage",0,2022-03-26
"CPACT1",NA,"2022-03-27",NA,NA,NA,21974744.0043,"Gigabyte","Broadband usage",0,2022-03-27
"CPACT1",NA,"2022-03-28",NA,NA,NA,19757090.7694,"Gigabyte","Broadband usage",0,2022-03-28
"CPACT1",NA,"2022-03-29",NA,NA,NA,19622086.3807,"Gigabyte","Broadband usage",0,2022-03-29
"CPACT1",NA,"2022-03-30",NA,NA,NA,20361075.0543,"Gigabyte","Broadband usage",0,2022-03-30
"CPACT1",NA,"2022-03-31",NA,NA,NA,19827446.4332,"Gigabyte","Broadband usage",0,2022-03-31
"CPACT1",NA,"2022-04-01",NA,NA,NA,20358752.4994,"Gigabyte","Broadband usage",0,2022-04-01
"CPACT1",NA,"2022-04-02",NA,NA,NA,21356832.2969,"Gigabyte","Broadband usage",0,2022-04-02
"CPACT1",NA,"2022-04-03",NA,NA,NA,21997538.7934,"Gigabyte","Broadband usage",0,2022-04-03
"CPACT1",NA,"2022-04-04",NA,NA,NA,19428986.3058,"Gigabyte","Broadband usage",0,2022-04-04
"CPACT1",NA,"2022-04-05",NA,NA,NA,19622215.0921,"Gigabyte","Broadband usage",0,2022-04-05
"CPACT1",NA,"2022-04-06",NA,NA,NA,20129820.3057,"Gigabyte","Broadband usage",0,2022-04-06
"CPACT1",NA,"2022-04-07",NA,NA,NA,19446195.0505,"Gigabyte","Broadband usage",0,2022-04-07
"CPACT1",NA,"2022-04-08",NA,NA,NA,19763622.3328,"Gigabyte","Broadband usage",0,2022-04-08
"CPACT1",NA,"2022-04-09",NA,NA,NA,21137001.1762,"Gigabyte","Broadband usage",0,2022-04-09
"CPACT1",NA,"2022-04-12",NA,NA,NA,19880760.6172,"Gigabyte","Broadband usage",0,2022-04-12
"CPACT1",NA,"2022-04-13",NA,NA,NA,20781444.4218,"Gigabyte","Broadband usage",0,2022-04-13
"CPACT1",NA,"2022-04-14",NA,NA,NA,19811224.2704,"Gigabyte","Broadband usage",0,2022-04-14
"CPACT1",NA,"2022-04-15",NA,NA,NA,21291869.9289,"Gigabyte","Broadband usage",0,2022-04-15
"CPACT1",NA,"2022-04-16",NA,NA,NA,19633796.0738,"Gigabyte","Broadband usage",0,2022-04-16
"CPACT1",NA,"2022-04-17",NA,NA,NA,20822218.8224,"Gigabyte","Broadband usage",0,2022-04-17
"CPACT1",NA,"2022-04-18",NA,NA,NA,22258302.8824,"Gigabyte","Broadband usage",0,2022-04-18
"CPACT1",NA,"2022-04-19",NA,NA,NA,21366087.4498,"Gigabyte","Broadband usage",0,2022-04-19
"CPACT1",NA,"2022-04-20",NA,NA,NA,21175657.4495,"Gigabyte","Broadband usage",0,2022-04-20
"CPACT1",NA,"2022-04-21",NA,NA,NA,20673397.1436,"Gigabyte","Broadband usage",0,2022-04-21
"CPACT1",NA,"2022-04-22",NA,NA,NA,20807406.6156,"Gigabyte","Broadband usage",0,2022-04-22
"CPACT1",NA,"2022-04-23",NA,NA,NA,20193389.8291,"Gigabyte","Broadband usage",0,2022-04-23
"CPACT1",NA,"2022-04-24",NA,NA,NA,21432140.7917,"Gigabyte","Broadband usage",0,2022-04-24
"CPACT1",NA,"2022-04-25",NA,NA,NA,21858817.4832,"Gigabyte","Broadband usage",0,2022-04-25
"CPACT1",NA,"2022-04-26",NA,NA,NA,20126233.8656,"Gigabyte","Broadband usage",0,2022-04-26
"CPACT1",NA,"2022-04-27",NA,NA,NA,20994204.6492,"Gigabyte","Broadband usage",0,2022-04-27
"CPACT1",NA,"2022-04-28",NA,NA,NA,22507678.7354,"Gigabyte","Broadband usage",0,2022-04-28
"CPACT1",NA,"2022-04-29",NA,NA,NA,20696580.3467,"Gigabyte","Broadband usage",0,2022-04-29
"CPACT1",NA,"2022-04-30",NA,NA,NA,21149514.0677,"Gigabyte","Broadband usage",0,2022-04-30
"CPACT1",NA,"2022-05-01",NA,NA,NA,21791363.5826,"Gigabyte","Broadband usage",0,2022-05-01
"CPACT1",NA,"2022-05-02",NA,NA,NA,19116209.6767,"Gigabyte","Broadband usage",0,2022-05-02
"CPACT1",NA,"2022-05-03",NA,NA,NA,18628514.8956,"Gigabyte","Broadband usage",0,2022-05-03
"CPACT1",NA,"2022-05-04",NA,NA,NA,18956004.7263,"Gigabyte","Broadband usage",0,2022-05-04
"CPACT1",NA,"2022-05-05",NA,NA,NA,18322182.0092,"Gigabyte","Broadband usage",0,2022-05-05
"CPACT1",NA,"2022-05-06",NA,NA,NA,18984817.5665,"Gigabyte","Broadband usage",0,2022-05-06
"CPACT1",NA,"2022-05-07",NA,NA,NA,20768431.4374,"Gigabyte","Broadband usage",0,2022-05-07
"CPACT1",NA,"2022-05-08",NA,NA,NA,21210028.294,"Gigabyte","Broadband usage",0,2022-05-08
"CPACT1",NA,"2022-05-09",NA,NA,NA,19442004.3776,"Gigabyte","Broadband usage",0,2022-05-09
"CPACT1",NA,"2022-05-10",NA,NA,NA,19443524.6061,"Gigabyte","Broadband usage",0,2022-05-10
"CPACT1",NA,"2022-05-11",NA,NA,NA,20156169.3246,"Gigabyte","Broadband usage",0,2022-05-11
"CPACT1",NA,"2022-05-12",NA,NA,NA,19029830.1671,"Gigabyte","Broadband usage",0,2022-05-12
"CPACT1",NA,"2022-05-13",NA,NA,NA,19718496.8102,"Gigabyte","Broadband usage",0,2022-05-13
"CPACT1",NA,"2022-05-14",NA,NA,NA,22090137.1256,"Gigabyte","Broadband usage",0,2022-05-14
"CPACT1",NA,"2022-05-15",NA,NA,NA,23164942.0245,"Gigabyte","Broadband usage",0,2022-05-15
"CPACT1",NA,"2022-05-16",NA,NA,NA,19652969.0385,"Gigabyte","Broadband usage",0,2022-05-16
"CPACT1",NA,"2022-05-17",NA,NA,NA,20217291.2252,"Gigabyte","Broadband usage",0,2022-05-17
"CPACT1",NA,"2022-05-18",NA,NA,NA,19688957.7411,"Gigabyte","Broadband usage",0,2022-05-18
"CPACT1",NA,"2022-05-19",NA,NA,NA,19954468.991,"Gigabyte","Broadband usage",0,2022-05-19
"CPACT1",NA,"2022-05-20",NA,NA,NA,21001806.4846,"Gigabyte","Broadband usage",0,2022-05-20
"CPACT1",NA,"2022-05-21",NA,NA,NA,22362431.8958,"Gigabyte","Broadband usage",0,2022-05-21
"CPACT1",NA,"2022-05-22",NA,NA,NA,22479148.5109,"Gigabyte","Broadband usage",0,2022-05-22
"CPACT1",NA,"2022-05-23",NA,NA,NA,19393071.4563,"Gigabyte","Broadband usage",0,2022-05-23
"CPACT1",NA,"2022-05-24",NA,NA,NA,18769841.7387,"Gigabyte","Broadband usage",0,2022-05-24
"CPACT1",NA,"2022-05-25",NA,NA,NA,19425480.7326,"Gigabyte","Broadband usage",0,2022-05-25
"CPACT1",NA,"2022-05-26",NA,NA,NA,19507057.1546,"Gigabyte","Broadband usage",0,2022-05-26
"CPACT1",NA,"2022-05-27",NA,NA,NA,20019822.7293,"Gigabyte","Broadband usage",0,2022-05-27
"CPACT1",NA,"2022-05-28",NA,NA,NA,21791467.4119,"Gigabyte","Broadband usage",0,2022-05-28
"CPACT1",NA,"2022-05-29",NA,NA,NA,23133955.6253,"Gigabyte","Broadband usage",0,2022-05-29
"CPACT1",NA,"2022-05-30",NA,NA,NA,20999933.1503,"Gigabyte","Broadband usage",0,2022-05-30
"CPACT1",NA,"2022-05-31",NA,NA,NA,19369226.4146,"Gigabyte","Broadband usage",0,2022-05-31
"CPACT1",NA,"2022-06-01",NA,NA,NA,19682299.3625,"Gigabyte","Broadband usage",0,2022-06-01
"CPACT1",NA,"2022-06-02",NA,NA,NA,20164703.7324,"Gigabyte","Broadband usage",0,2022-06-02
"CPACT1",NA,"2022-06-03",NA,NA,NA,21042239.4899,"Gigabyte","Broadband usage",0,2022-06-03
"CPACT1",NA,"2022-06-04",NA,NA,NA,21084750.8947,"Gigabyte","Broadband usage",0,2022-06-04
"CPACT1",NA,"2022-06-05",NA,NA,NA,23338696.7305,"Gigabyte","Broadband usage",0,2022-06-05
"CPACT1",NA,"2022-06-06",NA,NA,NA,23030054.8137,"Gigabyte","Broadband usage",0,2022-06-06
"CPACT1",NA,"2022-06-07",NA,NA,NA,19820859.7687,"Gigabyte","Broadband usage",0,2022-06-07
"CPACT1",NA,"2022-06-08",NA,NA,NA,19651722.3763,"Gigabyte","Broadband usage",0,2022-06-08
"CPACT1",NA,"2022-06-09",NA,NA,NA,19980840.2284,"Gigabyte","Broadband usage",0,2022-06-09
"CPACT1",NA,"2022-06-10",NA,NA,NA,20387955.4248,"Gigabyte","Broadband usage",0,2022-06-10
"CPACT1",NA,"2022-06-11",NA,NA,NA,22859872.9429,"Gigabyte","Broadband usage",0,2022-06-11
"CPACT1",NA,"2022-06-12",NA,NA,NA,21975138.017,"Gigabyte","Broadband usage",0,2022-06-12
"CPACT1",NA,"2022-06-13",NA,NA,NA,20450324.0878,"Gigabyte","Broadband usage",0,2022-06-13
"CPACT1",NA,"2022-06-14",NA,NA,NA,19452807.4982,"Gigabyte","Broadband usage",0,2022-06-14
"CPACT1",NA,"2022-06-15",NA,NA,NA,20424118.8563,"Gigabyte","Broadband usage",0,2022-06-15
"CPACT1",NA,"2022-06-16",NA,NA,NA,19606074.706,"Gigabyte","Broadband usage",0,2022-06-16
"CPACT1",NA,"2022-06-17",NA,NA,NA,20207902.3228,"Gigabyte","Broadband usage",0,2022-06-17
"CPACT1",NA,"2022-06-18",NA,NA,NA,22264556.4664,"Gigabyte","Broadband usage",0,2022-06-18
"CPACT1",NA,"2022-06-19",NA,NA,NA,22465426.9079,"Gigabyte","Broadband usage",0,2022-06-19
"CPACT1",NA,"2022-06-20",NA,NA,NA,19686713.9978,"Gigabyte","Broadband usage",0,2022-06-20
"CPACT1",NA,"2022-06-21",NA,NA,NA,19343275.0528,"Gigabyte","Broadband usage",0,2022-06-21
"CPACT1",NA,"2022-06-22",NA,NA,NA,20346149.0719,"Gigabyte","Broadband usage",0,2022-06-22
"CPACT1",NA,"2022-06-23",NA,NA,NA,21238608.181,"Gigabyte","Broadband usage",0,2022-06-23
"CPACT1",NA,"2022-06-24",NA,NA,NA,23872715.3713,"Gigabyte","Broadband usage",0,2022-06-24
"CPACT1",NA,"2022-06-25",NA,NA,NA,22626230.5572,"Gigabyte","Broadband usage",0,2022-06-25
"CPACT1",NA,"2022-06-26",NA,NA,NA,22556822.7666,"Gigabyte","Broadband usage",0,2022-06-26
"CPACT1",NA,"2022-06-27",NA,NA,NA,20203216.7274,"Gigabyte","Broadband usage",0,2022-06-27
"CPACT1",NA,"2022-06-28",NA,NA,NA,19781112.272,"Gigabyte","Broadband usage",0,2022-06-28
"CPACT1",NA,"2022-06-29",NA,NA,NA,20655868.1418,"Gigabyte","Broadband usage",0,2022-06-29
"CPACT1",NA,"2022-06-30",NA,NA,NA,20289145.289,"Gigabyte","Broadband usage",0,2022-06-30
"CPACT1",NA,"2022-07-01",NA,NA,NA,20996226.7615,"Gigabyte","Broadband usage",0,2022-07-01
"CPACT1",NA,"2022-07-02",NA,NA,NA,22472467.4584,"Gigabyte","Broadband usage",0,2022-07-02
"CPACT1",NA,"2022-07-03",NA,NA,NA,22983546.6633,"Gigabyte","Broadband usage",0,2022-07-03
"CPACT1",NA,"2022-07-04",NA,NA,NA,19786807.2564,"Gigabyte","Broadband usage",0,2022-07-04
"CPACT1",NA,"2022-07-05",NA,NA,NA,20119831.4528,"Gigabyte","Broadband usage",0,2022-07-05
"CPACT1",NA,"2022-07-06",NA,NA,NA,19665205.7564,"Gigabyte","Broadband usage",0,2022-07-06
"CPACT1",NA,"2022-07-07",NA,NA,NA,20531712.1027,"Gigabyte","Broadband usage",0,2022-07-07
"CPACT1",NA,"2022-07-08",NA,NA,NA,21780014.9823,"Gigabyte","Broadband usage",0,2022-07-08
"CPACT1",NA,"2022-07-09",NA,NA,NA,23124814.6383,"Gigabyte","Broadband usage",0,2022-07-09
"CPACT1",NA,"2022-07-10",NA,NA,NA,23009528.3094,"Gigabyte","Broadband usage",0,2022-07-10
"CPACT1",NA,"2022-07-11",NA,NA,NA,18789135.8113,"Gigabyte","Broadband usage",0,2022-07-11
"CPACT1",NA,"2022-07-12",NA,NA,NA,19921249.157,"Gigabyte","Broadband usage",0,2022-07-12
"CPACT1",NA,"2022-07-13",NA,NA,NA,22039284.1035,"Gigabyte","Broadband usage",0,2022-07-13
"CPACT1",NA,"2022-07-14",NA,NA,NA,20562320.9252,"Gigabyte","Broadband usage",0,2022-07-14
"CPACT1",NA,"2022-07-15",NA,NA,NA,21293517.0097,"Gigabyte","Broadband usage",0,2022-07-15
"CPACT1",NA,"2022-07-16",NA,NA,NA,21881210.4745,"Gigabyte","Broadband usage",0,2022-07-16
"CPACT1",NA,"2022-07-17",NA,NA,NA,22090946.3846,"Gigabyte","Broadband usage",0,2022-07-17
"CPACT1",NA,"2022-07-18",NA,NA,NA,21327569.1519,"Gigabyte","Broadband usage",0,2022-07-18
"CPACT1",NA,"2022-07-19",NA,NA,NA,21326821.6184,"Gigabyte","Broadband usage",0,2022-07-19
"CPACT1",NA,"2022-07-20",NA,NA,NA,21620721.3853,"Gigabyte","Broadband usage",0,2022-07-20
"CPACT1",NA,"2022-07-21",NA,NA,NA,21698784.3638,"Gigabyte","Broadband usage",0,2022-07-21
"CPACT1",NA,"2022-07-22",NA,NA,NA,20942968.3231,"Gigabyte","Broadband usage",0,2022-07-22
"CPACT1",NA,"2022-07-23",NA,NA,NA,21823406.3734,"Gigabyte","Broadband usage",0,2022-07-23
"CPACT1",NA,"2022-07-24",NA,NA,NA,22958504.2609,"Gigabyte","Broadband usage",0,2022-07-24
"CPACT1",NA,"2022-07-25",NA,NA,NA,20810937.1211,"Gigabyte","Broadband usage",0,2022-07-25
"CPACT1",NA,"2022-07-26",NA,NA,NA,19753324.2657,"Gigabyte","Broadband usage",0,2022-07-26
"CPACT1",NA,"2022-07-27",NA,NA,NA,19917944.5117,"Gigabyte","Broadband usage",0,2022-07-27
"CPACT1",NA,"2022-07-28",NA,NA,NA,19805813.8166,"Gigabyte","Broadband usage",0,2022-07-28
"CPACT1",NA,"2022-07-29",NA,NA,NA,20251999.5699,"Gigabyte","Broadband usage",0,2022-07-29
"CPACT1",NA,"2022-07-30",NA,NA,NA,22230993.0631,"Gigabyte","Broadband usage",0,2022-07-30
"CPACT1",NA,"2022-07-31",NA,NA,NA,23478081.9959,"Gigabyte","Broadband usage",0,2022-07-31
"CPACT1",NA,"2022-08-01",NA,NA,NA,19499553.4906,"Gigabyte","Broadband usage",0,2022-08-01
"CPACT1",NA,"2022-08-02",NA,NA,NA,19265149.1403,"Gigabyte","Broadband usage",0,2022-08-02
"CPACT1",NA,"2022-08-03",NA,NA,NA,19343688.2459,"Gigabyte","Broadband usage",0,2022-08-03
"CPACT1",NA,"2022-08-04",NA,NA,NA,18946909.3258,"Gigabyte","Broadband usage",0,2022-08-04
"CPACT1",NA,"2022-08-05",NA,NA,NA,19821855.3154,"Gigabyte","Broadband usage",0,2022-08-05
"CPACT1",NA,"2022-08-06",NA,NA,NA,22359565.8463,"Gigabyte","Broadband usage",0,2022-08-06
"CPACT1",NA,"2022-08-07",NA,NA,NA,23938688.3713,"Gigabyte","Broadband usage",0,2022-08-07
"CPACT1",NA,"2022-08-08",NA,NA,NA,19998735.526,"Gigabyte","Broadband usage",0,2022-08-08
"CPACT1",NA,"2022-08-09",NA,NA,NA,19896783.5753,"Gigabyte","Broadband usage",0,2022-08-09
"CPACT1",NA,"2022-08-10",NA,NA,NA,20135374.9132,"Gigabyte","Broadband usage",0,2022-08-10
"CPACT1",NA,"2022-08-11",NA,NA,NA,19297932.7036,"Gigabyte","Broadband usage",0,2022-08-11
"CPACT1",NA,"2022-08-12",NA,NA,NA,20040980.3835,"Gigabyte","Broadband usage",0,2022-08-12
"CPACT1",NA,"2022-08-13",NA,NA,NA,21694028.4,"Gigabyte","Broadband usage",0,2022-08-13
"CPACT1",NA,"2022-08-14",NA,NA,NA,22244937.7998,"Gigabyte","Broadband usage",0,2022-08-14
"CPACT1",NA,"2022-08-15",NA,NA,NA,19553129.3689,"Gigabyte","Broadband usage",0,2022-08-15
"CPACT1",NA,"2022-08-16",NA,NA,NA,19433329.6248,"Gigabyte","Broadband usage",0,2022-08-16
"CPACT1",NA,"2022-08-17",NA,NA,NA,20406183.2189,"Gigabyte","Broadband usage",0,2022-08-17
"CPACT1",NA,"2022-08-18",NA,NA,NA,21126222.7478,"Gigabyte","Broadband usage",0,2022-08-18
"CPACT1",NA,"2022-08-19",NA,NA,NA,20985030.9728,"Gigabyte","Broadband usage",0,2022-08-19
"CPACT1",NA,"2022-08-20",NA,NA,NA,22427214.9235,"Gigabyte","Broadband usage",0,2022-08-20
"CPACT1",NA,"2022-08-21",NA,NA,NA,22220677.031,"Gigabyte","Broadband usage",0,2022-08-21
"CPACT1",NA,"2022-08-22",NA,NA,NA,19633253.9528,"Gigabyte","Broadband usage",0,2022-08-22
"CPACT1",NA,"2022-08-23",NA,NA,NA,19022604.4213,"Gigabyte","Broadband usage",0,2022-08-23
"CPACT1",NA,"2022-08-24",NA,NA,NA,19457550.2531,"Gigabyte","Broadband usage",0,2022-08-24
"CPACT1",NA,"2022-08-25",NA,NA,NA,20189575.5575,"Gigabyte","Broadband usage",0,2022-08-25
"CPACT1",NA,"2022-08-26",NA,NA,NA,20551133.4977,"Gigabyte","Broadband usage",0,2022-08-26
"CPACT1",NA,"2022-08-27",NA,NA,NA,21965346.4324,"Gigabyte","Broadband usage",0,2022-08-27
"CPACT1",NA,"2022-08-28",NA,NA,NA,22013774.5542,"Gigabyte","Broadband usage",0,2022-08-28
"CPACT1",NA,"2022-08-29",NA,NA,NA,19346959.2681,"Gigabyte","Broadband usage",0,2022-08-29
"CPACT1",NA,"2022-08-30",NA,NA,NA,18616688.1861,"Gigabyte","Broadband usage",0,2022-08-30
"CPACT1",NA,"2022-08-31",NA,NA,NA,18808592.7306,"Gigabyte","Broadband usage",0,2022-08-31
"CPACT1",NA,"2022-09-01",NA,NA,NA,18968580.1127,"Gigabyte","Broadband usage",0,2022-09-01
"CPACT1",NA,"2022-09-02",NA,NA,NA,19793185.7772,"Gigabyte","Broadband usage",0,2022-09-02
"CPACT1",NA,"2022-09-03",NA,NA,NA,22490990.1579,"Gigabyte","Broadband usage",0,2022-09-03
"CPACT1",NA,"2022-09-04",NA,NA,NA,21989113.2376,"Gigabyte","Broadband usage",0,2022-09-04
"CPACT1",NA,"2022-09-05",NA,NA,NA,20291588.0327,"Gigabyte","Broadband usage",0,2022-09-05
"CPACT1",NA,"2022-09-06",NA,NA,NA,18790759.4027,"Gigabyte","Broadband usage",0,2022-09-06
"CPACT1",NA,"2022-09-07",NA,NA,NA,19916575.6362,"Gigabyte","Broadband usage",0,2022-09-07
"CPACT1",NA,"2022-09-08",NA,NA,NA,19909601.8007,"Gigabyte","Broadband usage",0,2022-09-08
"CPACT1",NA,"2022-09-09",NA,NA,NA,20468285.4155,"Gigabyte","Broadband usage",0,2022-09-09
"CPACT1",NA,"2022-09-10",NA,NA,NA,22491240.4769,"Gigabyte","Broadband usage",0,2022-09-10
"CPACT1",NA,"2022-09-11",NA,NA,NA,22766196.0744,"Gigabyte","Broadband usage",0,2022-09-11
"CPACT1",NA,"2022-09-12",NA,NA,NA,20301191.5679,"Gigabyte","Broadband usage",0,2022-09-12
"CPACT1",NA,"2022-09-13",NA,NA,NA,19726777.0803,"Gigabyte","Broadband usage",0,2022-09-13
